"No.","Time","Source","Destination","Protocol","Length","Info"
"1577","2020-01-01 18:58:31.406691","192.168.159.10","192.168.159.131","TCP","54","5652  >  80 [ACK] Seq=136 Ack=915 Win=1050112 Len=0"
"1578","2020-01-01 18:58:31.406802","192.168.159.131","192.168.159.10","TCP","66","80  >  5662 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM WS=128"
"1579","2020-01-01 18:58:31.406913","192.168.159.10","192.168.159.131","TCP","54","5662  >  80 [ACK] Seq=1 Ack=1 Win=1051136 Len=0"
"1580","2020-01-01 18:58:31.460879","192.168.159.10","192.168.159.131","HTTP","188","GET / HTTP/1.1 "
"1581","2020-01-01 18:58:31.461187","192.168.159.131","192.168.159.10","TCP","54","80  >  5662 [ACK] Seq=1 Ack=135 Win=6912 Len=0"
"1582","2020-01-01 18:58:31.461515","192.168.159.131","192.168.159.10","HTTP","967","HTTP/1.1 200 OK  (text/html)"
"1583","2020-01-01 18:58:31.501943","192.168.159.10","192.168.159.131","TCP","54","5662  >  80 [ACK] Seq=135 Ack=914 Win=1050112 Len=0"
"1584","2020-01-01 18:58:32.629733","192.168.159.11","192.168.159.131","TCP","54","5654  >  80 [FIN, ACK] Seq=135 Ack=914 Win=1050112 Len=0"
"1585","2020-01-01 18:58:32.630013","192.168.159.131","192.168.159.11","TCP","54","80  >  5654 [FIN, ACK] Seq=914 Ack=136 Win=6912 Len=0"
"1586","2020-01-01 18:58:32.630110","192.168.159.11","192.168.159.131","TCP","54","5654  >  80 [ACK] Seq=136 Ack=915 Win=1050112 Len=0"
"1587","2020-01-01 18:58:32.630163","192.168.159.11","192.168.159.131","TCP","66","5664  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1588","2020-01-01 18:58:32.630285","192.168.159.131","192.168.159.11","TCP","66","80  >  5664 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM WS=128"
"1589","2020-01-01 18:58:32.630415","192.168.159.11","192.168.159.131","TCP","54","5664  >  80 [ACK] Seq=1 Ack=1 Win=1051136 Len=0"
"1590","2020-01-01 18:58:32.683243","192.168.159.11","192.168.159.131","HTTP","188","GET / HTTP/1.1 "
"1591","2020-01-01 18:58:32.683374","192.168.159.131","192.168.159.11","TCP","54","80  >  5664 [ACK] Seq=1 Ack=135 Win=6912 Len=0"
"1592","2020-01-01 18:58:32.683557","192.168.159.131","192.168.159.11","HTTP","967","HTTP/1.1 200 OK  (text/html)"
"1593","2020-01-01 18:58:32.723141","192.168.159.11","192.168.159.131","TCP","54","5664  >  80 [ACK] Seq=135 Ack=914 Win=1050112 Len=0"
"1594","2020-01-01 18:58:33.912570","192.168.159.13","192.168.159.131","TCP","54","5656  >  80 [FIN, ACK] Seq=135 Ack=914 Win=1050112 Len=0"
"1595","2020-01-01 18:58:33.912942","192.168.159.131","192.168.159.13","TCP","54","80  >  5656 [FIN, ACK] Seq=914 Ack=136 Win=6912 Len=0"
"1596","2020-01-01 18:58:33.913070","192.168.159.13","192.168.159.131","TCP","54","5656  >  80 [ACK] Seq=136 Ack=915 Win=1050112 Len=0"
"1597","2020-01-01 18:58:33.913146","192.168.159.13","192.168.159.131","TCP","66","5666  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1598","2020-01-01 18:58:33.913511","192.168.159.131","192.168.159.13","TCP","66","80  >  5666 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM WS=128"
"1599","2020-01-01 18:58:33.913672","192.168.159.13","192.168.159.131","TCP","54","5666  >  80 [ACK] Seq=1 Ack=1 Win=1051136 Len=0"
"1600","2020-01-01 18:58:33.968951","192.168.159.13","192.168.159.131","HTTP","188","GET / HTTP/1.1 "
"1601","2020-01-01 18:58:33.969295","192.168.159.131","192.168.159.13","TCP","54","80  >  5666 [ACK] Seq=1 Ack=135 Win=6912 Len=0"
"1602","2020-01-01 18:58:33.969684","192.168.159.131","192.168.159.13","HTTP","967","HTTP/1.1 200 OK  (text/html)"
"1603","2020-01-01 18:58:34.009835","192.168.159.13","192.168.159.131","TCP","54","5666  >  80 [ACK] Seq=135 Ack=914 Win=1050112 Len=0"
"1604","2020-01-01 18:58:35.492619","192.168.159.14","192.168.159.131","TCP","54","5658  >  80 [FIN, ACK] Seq=135 Ack=914 Win=1050112 Len=0"
"1605","2020-01-01 18:58:35.493163","192.168.159.131","192.168.159.14","TCP","54","80  >  5658 [FIN, ACK] Seq=914 Ack=136 Win=6912 Len=0"
"1606","2020-01-01 18:58:35.493222","192.168.159.14","192.168.159.131","TCP","66","5668  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1607","2020-01-01 18:58:35.493284","192.168.159.14","192.168.159.131","TCP","54","5658  >  80 [ACK] Seq=136 Ack=915 Win=1050112 Len=0"
"1608","2020-01-01 18:58:35.493426","192.168.159.131","192.168.159.14","TCP","66","80  >  5668 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM WS=128"
"1609","2020-01-01 18:58:35.493570","192.168.159.14","192.168.159.131","TCP","54","5668  >  80 [ACK] Seq=1 Ack=1 Win=1051136 Len=0"
"1610","2020-01-01 18:58:35.549490","192.168.159.14","192.168.159.131","HTTP","188","GET / HTTP/1.1 "
"1611","2020-01-01 18:58:35.549639","192.168.159.131","192.168.159.14","TCP","54","80  >  5668 [ACK] Seq=1 Ack=135 Win=6912 Len=0"
"1612","2020-01-01 18:58:35.549791","192.168.159.131","192.168.159.14","HTTP","967","HTTP/1.1 200 OK  (text/html)"
"1613","2020-01-01 18:58:35.590791","192.168.159.14","192.168.159.131","TCP","54","5668  >  80 [ACK] Seq=135 Ack=914 Win=1050112 Len=0"
"1614","2020-01-01 18:58:39.897046","192.168.159.12","192.168.159.131","TCP","54","5660  >  80 [FIN, ACK] Seq=135 Ack=914 Win=1050112 Len=0"
"1615","2020-01-01 18:58:39.897220","192.168.159.131","192.168.159.12","TCP","54","80  >  5660 [FIN, ACK] Seq=914 Ack=136 Win=6912 Len=0"
"1616","2020-01-01 18:58:39.897282","192.168.159.12","192.168.159.131","TCP","54","5660  >  80 [ACK] Seq=136 Ack=915 Win=1050112 Len=0"
"1617","2020-01-01 18:58:39.897358","192.168.159.12","192.168.159.131","TCP","66","5670  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1618","2020-01-01 18:58:39.897407","192.168.159.131","192.168.159.12","TCP","66","80  >  5670 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM WS=128"
"1619","2020-01-01 18:58:39.897497","192.168.159.12","192.168.159.131","TCP","54","5670  >  80 [ACK] Seq=1 Ack=1 Win=1051136 Len=0"
"1620","2020-01-01 18:58:39.952380","192.168.159.12","192.168.159.131","HTTP","188","GET / HTTP/1.1 "
"1621","2020-01-01 18:58:39.952774","192.168.159.131","192.168.159.12","TCP","54","80  >  5670 [ACK] Seq=1 Ack=135 Win=6912 Len=0"
"1622","2020-01-01 18:58:39.953152","192.168.159.131","192.168.159.12","HTTP","967","HTTP/1.1 200 OK  (text/html)"
"1623","2020-01-01 18:58:39.994575","192.168.159.12","192.168.159.131","TCP","54","5670  >  80 [ACK] Seq=135 Ack=914 Win=1050112 Len=0"
"1624","2020-01-01 18:58:41.575885","192.168.159.10","192.168.159.131","TCP","54","5662  >  80 [FIN, ACK] Seq=135 Ack=914 Win=1050112 Len=0"
"1625","2020-01-01 18:58:41.576408","192.168.159.131","192.168.159.10","TCP","54","80  >  5662 [FIN, ACK] Seq=914 Ack=136 Win=6912 Len=0"
"1626","2020-01-01 18:58:41.576417","192.168.159.10","192.168.159.131","TCP","66","5672  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1627","2020-01-01 18:58:41.576542","192.168.159.10","192.168.159.131","TCP","54","5662  >  80 [ACK] Seq=136 Ack=915 Win=1050112 Len=0"
"1628","2020-01-01 18:58:41.576709","192.168.159.131","192.168.159.10","TCP","66","80  >  5672 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM WS=128"
"1629","2020-01-01 18:58:41.576888","192.168.159.10","192.168.159.131","TCP","54","5672  >  80 [ACK] Seq=1 Ack=1 Win=1051136 Len=0"
"1630","2020-01-01 18:58:41.632560","192.168.159.10","192.168.159.131","HTTP","188","GET / HTTP/1.1 "
"1631","2020-01-01 18:58:41.632813","192.168.159.131","192.168.159.10","TCP","54","80  >  5672 [ACK] Seq=1 Ack=135 Win=6912 Len=0"
"1632","2020-01-01 18:58:41.633264","192.168.159.131","192.168.159.10","HTTP","967","HTTP/1.1 200 OK  (text/html)"
"1633","2020-01-01 18:58:41.674063","192.168.159.10","192.168.159.131","TCP","54","5672  >  80 [ACK] Seq=135 Ack=914 Win=1050112 Len=0"
"1634","2020-01-01 18:58:42.802992","192.168.159.11","192.168.159.131","TCP","54","5664  >  80 [FIN, ACK] Seq=135 Ack=914 Win=1050112 Len=0"
"1635","2020-01-01 18:58:42.803220","192.168.159.131","192.168.159.11","TCP","54","80  >  5664 [FIN, ACK] Seq=914 Ack=136 Win=6912 Len=0"
"1636","2020-01-01 18:58:42.803296","192.168.159.11","192.168.159.131","TCP","54","5664  >  80 [ACK] Seq=136 Ack=915 Win=1050112 Len=0"
"1637","2020-01-01 18:58:42.803299","192.168.159.11","192.168.159.131","TCP","66","5675  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1638","2020-01-01 18:58:42.803345","192.168.159.131","192.168.159.11","TCP","66","80  >  5675 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM WS=128"
"1639","2020-01-01 18:58:42.803437","192.168.159.11","192.168.159.131","TCP","54","5675  >  80 [ACK] Seq=1 Ack=1 Win=1051136 Len=0"
"1640","2020-01-01 18:58:42.855086","192.168.159.11","192.168.159.131","HTTP","188","GET / HTTP/1.1 "
"1641","2020-01-01 18:58:42.855162","192.168.159.131","192.168.159.11","TCP","54","80  >  5675 [ACK] Seq=1 Ack=135 Win=6912 Len=0"
"1642","2020-01-01 18:58:42.855335","192.168.159.131","192.168.159.11","HTTP","967","HTTP/1.1 200 OK  (text/html)"
"1643","2020-01-01 18:58:42.896372","192.168.159.11","192.168.159.131","TCP","54","5675  >  80 [ACK] Seq=135 Ack=914 Win=1050112 Len=0"
"1644","2020-01-01 18:58:44.086075","192.168.159.13","192.168.159.131","TCP","54","5666  >  80 [FIN, ACK] Seq=135 Ack=914 Win=1050112 Len=0"
"1645","2020-01-01 18:58:44.086487","192.168.159.131","192.168.159.13","TCP","54","80  >  5666 [FIN, ACK] Seq=914 Ack=136 Win=6912 Len=0"
"1646","2020-01-01 18:58:44.086621","192.168.159.13","192.168.159.131","TCP","54","5666  >  80 [ACK] Seq=136 Ack=915 Win=1050112 Len=0"
"1647","2020-01-01 18:58:44.086680","192.168.159.13","192.168.159.131","TCP","66","5677  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1648","2020-01-01 18:58:44.086859","192.168.159.131","192.168.159.13","TCP","66","80  >  5677 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM WS=128"
"1649","2020-01-01 18:58:44.087027","192.168.159.13","192.168.159.131","TCP","54","5677  >  80 [ACK] Seq=1 Ack=1 Win=1051136 Len=0"
"1650","2020-01-01 18:58:44.143524","192.168.159.13","192.168.159.131","HTTP","188","GET / HTTP/1.1 "
"1651","2020-01-01 18:58:44.143844","192.168.159.131","192.168.159.13","TCP","54","80  >  5677 [ACK] Seq=1 Ack=135 Win=6912 Len=0"
"1652","2020-01-01 18:58:44.144362","192.168.159.131","192.168.159.13","HTTP","967","HTTP/1.1 200 OK  (text/html)"
"1653","2020-01-01 18:58:44.185264","192.168.159.13","192.168.159.131","TCP","54","5677  >  80 [ACK] Seq=135 Ack=914 Win=1050112 Len=0"
"1654","2020-01-01 18:58:45.665696","192.168.159.14","192.168.159.131","TCP","54","5668  >  80 [FIN, ACK] Seq=135 Ack=914 Win=1050112 Len=0"
"1655","2020-01-01 18:58:45.665920","192.168.159.131","192.168.159.14","TCP","54","80  >  5668 [FIN, ACK] Seq=914 Ack=136 Win=6912 Len=0"
"1656","2020-01-01 18:58:45.665978","192.168.159.14","192.168.159.131","TCP","54","5668  >  80 [ACK] Seq=136 Ack=915 Win=1050112 Len=0"
"1657","2020-01-01 18:58:45.666004","192.168.159.14","192.168.159.131","TCP","66","5679  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1658","2020-01-01 18:58:45.666065","192.168.159.131","192.168.159.14","TCP","66","80  >  5679 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM WS=128"
"1659","2020-01-01 18:58:45.666143","192.168.159.14","192.168.159.131","TCP","54","5679  >  80 [ACK] Seq=1 Ack=1 Win=1051136 Len=0"
"1660","2020-01-01 18:58:45.718096","192.168.159.14","192.168.159.131","HTTP","188","GET / HTTP/1.1 "
"1661","2020-01-01 18:58:45.718270","192.168.159.131","192.168.159.14","TCP","54","80  >  5679 [ACK] Seq=1 Ack=135 Win=6912 Len=0"
"1662","2020-01-01 18:58:45.718456","192.168.159.131","192.168.159.14","HTTP","967","HTTP/1.1 200 OK  (text/html)"
"1663","2020-01-01 18:58:45.760367","192.168.159.14","192.168.159.131","TCP","54","5679  >  80 [ACK] Seq=135 Ack=914 Win=1050112 Len=0"
"1664","2020-01-01 18:58:50.067472","192.168.159.12","192.168.159.131","TCP","54","5670  >  80 [FIN, ACK] Seq=135 Ack=914 Win=1050112 Len=0"
"1665","2020-01-01 18:58:50.067771","192.168.159.131","192.168.159.12","TCP","54","80  >  5670 [FIN, ACK] Seq=914 Ack=136 Win=6912 Len=0"
"1666","2020-01-01 18:58:50.067876","192.168.159.12","192.168.159.131","TCP","54","5670  >  80 [ACK] Seq=136 Ack=915 Win=1050112 Len=0"
"1667","2020-01-01 18:58:50.067949","192.168.159.12","192.168.159.131","TCP","66","5681  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1668","2020-01-01 18:58:50.068079","192.168.159.131","192.168.159.12","TCP","66","80  >  5681 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM WS=128"
"1669","2020-01-01 18:58:50.068214","192.168.159.12","192.168.159.131","TCP","54","5681  >  80 [ACK] Seq=1 Ack=1 Win=1051136 Len=0"
"1670","2020-01-01 18:58:50.122293","192.168.159.12","192.168.159.131","HTTP","188","GET / HTTP/1.1 "
"1671","2020-01-01 18:58:50.122489","192.168.159.131","192.168.159.12","TCP","54","80  >  5681 [ACK] Seq=1 Ack=135 Win=6912 Len=0"
"1672","2020-01-01 18:58:50.122678","192.168.159.131","192.168.159.12","HTTP","967","HTTP/1.1 200 OK  (text/html)"
"1673","2020-01-01 18:58:50.170378","192.168.159.12","192.168.159.131","TCP","54","5681  >  80 [ACK] Seq=135 Ack=914 Win=1050112 Len=0"
"1674","2020-01-01 18:58:51.745251","192.168.159.10","192.168.159.131","TCP","54","5672  >  80 [FIN, ACK] Seq=135 Ack=914 Win=1050112 Len=0"
"1675","2020-01-01 18:58:51.745405","192.168.159.131","192.168.159.10","TCP","54","80  >  5672 [FIN, ACK] Seq=914 Ack=136 Win=6912 Len=0"
"1676","2020-01-01 18:58:51.745496","192.168.159.10","192.168.159.131","TCP","54","5672  >  80 [ACK] Seq=136 Ack=915 Win=1050112 Len=0"
"1677","2020-01-01 18:58:51.745550","192.168.159.10","192.168.159.131","TCP","66","5683  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1678","2020-01-01 18:58:51.745608","192.168.159.131","192.168.159.10","TCP","66","80  >  5683 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM WS=128"
"1679","2020-01-01 18:58:51.745706","192.168.159.10","192.168.159.131","TCP","54","5683  >  80 [ACK] Seq=1 Ack=1 Win=1051136 Len=0"
"1680","2020-01-01 18:58:51.798211","192.168.159.10","192.168.159.131","HTTP","188","GET / HTTP/1.1 "
"1681","2020-01-01 18:58:51.798326","192.168.159.131","192.168.159.10","TCP","54","80  >  5683 [ACK] Seq=1 Ack=135 Win=6912 Len=0"
"1682","2020-01-01 18:58:51.798523","192.168.159.131","192.168.159.10","HTTP","967","HTTP/1.1 200 OK  (text/html)"
"1683","2020-01-01 18:58:51.839326","192.168.159.10","192.168.159.131","TCP","54","5683  >  80 [ACK] Seq=135 Ack=914 Win=1050112 Len=0"
"1684","2020-01-01 18:58:52.966016","192.168.159.11","192.168.159.131","TCP","54","5675  >  80 [FIN, ACK] Seq=135 Ack=914 Win=1050112 Len=0"
"1685","2020-01-01 18:58:52.966178","192.168.159.131","192.168.159.11","TCP","54","80  >  5675 [FIN, ACK] Seq=914 Ack=136 Win=6912 Len=0"
"1686","2020-01-01 18:58:52.966221","192.168.159.11","192.168.159.131","TCP","54","5675  >  80 [ACK] Seq=136 Ack=915 Win=1050112 Len=0"
"1687","2020-01-01 18:58:52.966346","192.168.159.11","192.168.159.131","TCP","66","5685  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1688","2020-01-01 18:58:52.966533","192.168.159.131","192.168.159.11","TCP","66","80  >  5685 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM WS=128"
"1689","2020-01-01 18:58:52.966588","192.168.159.11","192.168.159.131","TCP","54","5685  >  80 [ACK] Seq=1 Ack=1 Win=1051136 Len=0"
"1690","2020-01-01 18:58:53.018547","192.168.159.11","192.168.159.131","HTTP","188","GET / HTTP/1.1 "
"1691","2020-01-01 18:58:53.018688","192.168.159.131","192.168.159.11","TCP","54","80  >  5685 [ACK] Seq=1 Ack=135 Win=6912 Len=0"
"1692","2020-01-01 18:58:53.018883","192.168.159.131","192.168.159.11","HTTP","967","HTTP/1.1 200 OK  (text/html)"
"1693","2020-01-01 18:58:53.059497","192.168.159.11","192.168.159.131","TCP","54","5685  >  80 [ACK] Seq=135 Ack=914 Win=1050112 Len=0"
"1694","2020-01-01 18:58:54.255358","192.168.159.13","192.168.159.131","TCP","54","5677  >  80 [FIN, ACK] Seq=135 Ack=914 Win=1050112 Len=0"
"1695","2020-01-01 18:58:54.255535","192.168.159.131","192.168.159.13","TCP","54","80  >  5677 [FIN, ACK] Seq=914 Ack=136 Win=6912 Len=0"
"1696","2020-01-01 18:58:54.255586","192.168.159.13","192.168.159.131","TCP","54","5677  >  80 [ACK] Seq=136 Ack=915 Win=1050112 Len=0"
"1697","2020-01-01 18:58:54.255589","192.168.159.13","192.168.159.131","TCP","66","5687  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1698","2020-01-01 18:58:54.255712","192.168.159.131","192.168.159.13","TCP","66","80  >  5687 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM WS=128"
"1699","2020-01-01 18:58:54.255820","192.168.159.13","192.168.159.131","TCP","54","5687  >  80 [ACK] Seq=1 Ack=1 Win=1051136 Len=0"
"1700","2020-01-01 18:58:54.308397","192.168.159.13","192.168.159.131","HTTP","188","GET / HTTP/1.1 "
"1701","2020-01-01 18:58:54.308569","192.168.159.131","192.168.159.13","TCP","54","80  >  5687 [ACK] Seq=1 Ack=135 Win=6912 Len=0"
"1702","2020-01-01 18:58:54.308834","192.168.159.131","192.168.159.13","HTTP","967","HTTP/1.1 200 OK  (text/html)"
"1703","2020-01-01 18:58:54.349555","192.168.159.13","192.168.159.131","TCP","54","5687  >  80 [ACK] Seq=135 Ack=914 Win=1050112 Len=0"
"1704","2020-01-01 18:58:55.830396","192.168.159.14","192.168.159.131","TCP","54","5679  >  80 [FIN, ACK] Seq=135 Ack=914 Win=1050112 Len=0"
"1705","2020-01-01 18:58:55.830744","192.168.159.131","192.168.159.14","TCP","54","80  >  5679 [FIN, ACK] Seq=914 Ack=136 Win=6912 Len=0"
"1706","2020-01-01 18:58:55.830871","192.168.159.14","192.168.159.131","TCP","54","5679  >  80 [ACK] Seq=136 Ack=915 Win=1050112 Len=0"
"1707","2020-01-01 18:58:55.831030","192.168.159.14","192.168.159.131","TCP","66","5689  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1708","2020-01-01 18:58:55.831366","192.168.159.131","192.168.159.14","TCP","66","80  >  5689 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM WS=128"
"1709","2020-01-01 18:58:55.831533","192.168.159.14","192.168.159.131","TCP","54","5689  >  80 [ACK] Seq=1 Ack=1 Win=1051136 Len=0"
"1710","2020-01-01 18:58:55.887827","192.168.159.14","192.168.159.131","HTTP","188","GET / HTTP/1.1 "
"1711","2020-01-01 18:58:55.888080","192.168.159.131","192.168.159.14","TCP","54","80  >  5689 [ACK] Seq=1 Ack=135 Win=6912 Len=0"
"1712","2020-01-01 18:58:55.888534","192.168.159.131","192.168.159.14","HTTP","967","HTTP/1.1 200 OK  (text/html)"
"1713","2020-01-01 18:58:55.928609","192.168.159.14","192.168.159.131","TCP","54","5689  >  80 [ACK] Seq=135 Ack=914 Win=1050112 Len=0"
"1714","2020-01-01 18:59:00.231345","192.168.159.12","192.168.159.131","TCP","54","5681  >  80 [FIN, ACK] Seq=135 Ack=914 Win=1050112 Len=0"
"1715","2020-01-01 18:59:00.231934","192.168.159.131","192.168.159.12","TCP","54","80  >  5681 [FIN, ACK] Seq=914 Ack=136 Win=6912 Len=0"
"1716","2020-01-01 18:59:00.231987","192.168.159.12","192.168.159.131","TCP","66","5691  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1717","2020-01-01 18:59:00.232064","192.168.159.12","192.168.159.131","TCP","54","5681  >  80 [ACK] Seq=136 Ack=915 Win=1050112 Len=0"
"1718","2020-01-01 18:59:00.232221","192.168.159.131","192.168.159.12","TCP","66","80  >  5691 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM WS=128"
"1719","2020-01-01 18:59:00.232385","192.168.159.12","192.168.159.131","TCP","54","5691  >  80 [ACK] Seq=1 Ack=1 Win=1051136 Len=0"
"1720","2020-01-01 18:59:00.288881","192.168.159.12","192.168.159.131","HTTP","188","GET / HTTP/1.1 "
"1721","2020-01-01 18:59:00.289273","192.168.159.131","192.168.159.12","TCP","54","80  >  5691 [ACK] Seq=1 Ack=135 Win=6912 Len=0"
"1722","2020-01-01 18:59:00.289786","192.168.159.131","192.168.159.12","HTTP","967","HTTP/1.1 200 OK  (text/html)"
"1723","2020-01-01 18:59:00.330449","192.168.159.12","192.168.159.131","TCP","54","5691  >  80 [ACK] Seq=135 Ack=914 Win=1050112 Len=0"
"1724","2020-01-01 18:59:01.910890","192.168.159.10","192.168.159.131","TCP","54","5683  >  80 [FIN, ACK] Seq=135 Ack=914 Win=1050112 Len=0"
"1725","2020-01-01 18:59:01.911495","192.168.159.131","192.168.159.10","TCP","54","80  >  5683 [FIN, ACK] Seq=914 Ack=136 Win=6912 Len=0"
"1726","2020-01-01 18:59:01.911519","192.168.159.10","192.168.159.131","TCP","66","5693  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1727","2020-01-01 18:59:01.911625","192.168.159.10","192.168.159.131","TCP","54","5683  >  80 [ACK] Seq=136 Ack=915 Win=1050112 Len=0"
"1728","2020-01-01 18:59:01.911778","192.168.159.131","192.168.159.10","TCP","66","80  >  5693 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM WS=128"
"1729","2020-01-01 18:59:01.911946","192.168.159.10","192.168.159.131","TCP","54","5693  >  80 [ACK] Seq=1 Ack=1 Win=1051136 Len=0"
"1730","2020-01-01 18:59:01.968085","192.168.159.10","192.168.159.131","HTTP","188","GET / HTTP/1.1 "
"1731","2020-01-01 18:59:01.968372","192.168.159.131","192.168.159.10","TCP","54","80  >  5693 [ACK] Seq=1 Ack=135 Win=6912 Len=0"
"1732","2020-01-01 18:59:01.968832","192.168.159.131","192.168.159.10","HTTP","967","HTTP/1.1 200 OK  (text/html)"
"1733","2020-01-01 18:59:02.009749","192.168.159.10","192.168.159.131","TCP","54","5693  >  80 [ACK] Seq=135 Ack=914 Win=1050112 Len=0"
"1734","2020-01-01 18:59:03.130132","192.168.159.11","192.168.159.131","TCP","54","5685  >  80 [FIN, ACK] Seq=135 Ack=914 Win=1050112 Len=0"
"1735","2020-01-01 18:59:03.130408","192.168.159.131","192.168.159.11","TCP","54","80  >  5685 [FIN, ACK] Seq=914 Ack=136 Win=6912 Len=0"
"1736","2020-01-01 18:59:03.130444","192.168.159.11","192.168.159.131","TCP","66","5695  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1737","2020-01-01 18:59:03.130475","192.168.159.11","192.168.159.131","TCP","54","5685  >  80 [ACK] Seq=136 Ack=915 Win=1050112 Len=0"
"1738","2020-01-01 18:59:03.130576","192.168.159.131","192.168.159.11","TCP","66","80  >  5695 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM WS=128"
"1739","2020-01-01 18:59:03.130702","192.168.159.11","192.168.159.131","TCP","54","5695  >  80 [ACK] Seq=1 Ack=1 Win=1051136 Len=0"
"1740","2020-01-01 18:59:03.185634","192.168.159.11","192.168.159.131","HTTP","188","GET / HTTP/1.1 "
"1741","2020-01-01 18:59:03.186055","192.168.159.131","192.168.159.11","TCP","54","80  >  5695 [ACK] Seq=1 Ack=135 Win=6912 Len=0"
"1742","2020-01-01 18:59:03.186466","192.168.159.131","192.168.159.11","HTTP","967","HTTP/1.1 200 OK  (text/html)"
"1743","2020-01-01 18:59:03.227519","192.168.159.11","192.168.159.131","TCP","54","5695  >  80 [ACK] Seq=135 Ack=914 Win=1050112 Len=0"
"1744","2020-01-01 18:59:04.420943","192.168.159.13","192.168.159.131","TCP","54","5687  >  80 [FIN, ACK] Seq=135 Ack=914 Win=1050112 Len=0"
"1745","2020-01-01 18:59:04.421408","192.168.159.131","192.168.159.13","TCP","54","80  >  5687 [FIN, ACK] Seq=914 Ack=136 Win=6912 Len=0"
"1746","2020-01-01 18:59:04.421462","192.168.159.13","192.168.159.131","TCP","66","5697  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1747","2020-01-01 18:59:04.421520","192.168.159.13","192.168.159.131","TCP","54","5687  >  80 [ACK] Seq=136 Ack=915 Win=1050112 Len=0"
"1748","2020-01-01 18:59:04.421659","192.168.159.131","192.168.159.13","TCP","66","80  >  5697 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM WS=128"
"1749","2020-01-01 18:59:04.421805","192.168.159.13","192.168.159.131","TCP","54","5697  >  80 [ACK] Seq=1 Ack=1 Win=1051136 Len=0"
"1750","2020-01-01 18:59:04.476992","192.168.159.13","192.168.159.131","HTTP","188","GET / HTTP/1.1 "
"1751","2020-01-01 18:59:04.477228","192.168.159.131","192.168.159.13","TCP","54","80  >  5697 [ACK] Seq=1 Ack=135 Win=6912 Len=0"
"1752","2020-01-01 18:59:04.477591","192.168.159.131","192.168.159.13","HTTP","967","HTTP/1.1 200 OK  (text/html)"
